R,G,B,index
124,13,59,6
167,47,29,6
169,44,83,6
118,23,36,6
145,50,74,6
54,26,91,7
23,23,155,7
24,71,113,7
58,48,158,7
82,69,146,7
64,19,99,7
24,64,119,7
71,11,96,7
3,51,167,7
8,58,150,7
76,25,151,7
65,63,109,7
14,72,106,7
50,44,168,7
19,75,130,7
39,25,103,7
44,4,98,7
39,29,170,7
55,11,138,7
75,1,129,7
35,52,117,7
45,12,110,7
4,1,138,7
15,32,98,7
51,52,139,7
36,15,168,7
56,19,152,7
16,83,129,7
52,80,101,7
77,15,108,7
83,34,119,7
81,71,115,7
7,73,126,7
67,29,131,7
53,71,125,7
43,20,131,7
26,9,156,7
21,73,148,7
41,49,98,7
45,24,164,7
48,27,134,7
8,18,144,7
2,10,149,7
84,31,152,7
37,47,137,7
22,82,158,7
43,27,92,7
9,48,115,7
26,60,140,7
61,40,141,7
22,46,125,7
8,0,147,7
31,65,97,7
62,24,100,7
64,42,152,7
78,21,158,7
32,20,133,7
24,2,143,7
30,7,144,7
70,78,147,7
23,42,124,7
82,58,165,7
15,0,115,7
35,27,129,7
40,65,133,7
59,16,99,7
15,46,132,7
28,85,150,7
32,4,95,7
76,72,98,7
72,74,109,7
1,18,108,7
42,44,157,7
52,49,150,7
39,81,110,7
7,6,104,7
58,66,169,7
28,78,153,7
33,14,146,7
71,58,95,7
67,25,106,7
23,34,118,7
58,37,167,7
4,84,98,7
54,58,167,7
24,32,99,7
75,31,167,7
56,39,93,7
48,53,107,7
24,64,97,7
33,77,104,7
61,23,109,7
85,58,112,7
9,74,100,7
52,18,135,7
62,51,136,7
53,67,90,7
33,55,145,7
3,10,121,7
32,41,111,7
47,19,169,7
6,74,145,7
9,1,89,7
71,74,169,7
13,3,125,7
20,26,117,7
5,51,167,7
84,11,104,7
47,26,95,7
44,1,130,7
13,28,163,7
3,39,156,7
67,22,141,7
67,61,167,7
66,82,143,7
43,17,164,7
72,47,120,7
6,44,94,7
22,80,148,7
31,68,107,7
67,7,101,7
53,25,167,7
33,10,132,7
45,33,166,7
70,67,144,7
56,30,136,7
53,68,111,7
78,3,150,7
73,51,162,7
13,33,145,7
62,44,103,7
52,71,133,7
28,1,97,7
83,34,166,7
14,9,128,7
75,63,156,7
60,53,102,7
72,77,161,7
85,19,136,7
33,3,124,7
62,57,96,7
0,9,124,7
15,4,121,7
72,30,133,7
35,66,86,7
15,38,139,7
9,3,93,7
6,65,119,7
0,51,140,7
54,85,121,7
72,35,146,7
15,18,134,7
49,10,161,7
32,66,155,7
68,59,128,7
32,43,109,7
71,65,108,7
0,82,126,7
61,79,101,7
80,38,104,7
21,43,95,7
63,84,132,7
8,38,124,7
32,45,147,7
30,77,168,7
82,12,139,7
32,34,153,7
68,64,115,7
74,30,137,7
9,11,160,7
66,13,101,7
38,43,150,7
49,43,136,7
63,57,86,7
30,50,122,7
77,56,114,7
6,62,128,7
78,1,109,7
5,75,104,7
85,68,134,7
25,40,168,7
32,80,168,7
51,12,159,7
31,61,170,7
43,63,96,7
19,11,93,7
74,63,148,7
7,63,120,7
16,79,148,7
34,59,142,7
81,43,128,7
32,60,158,7
20,84,126,7
50,50,98,7
83,10,112,7
83,73,139,7
67,59,112,7
71,85,128,7
85,85,125,7
6,52,110,7
9,78,169,7
26,74,112,7
76,6,137,7
35,67,165,7
46,53,137,7
7,79,93,7
60,6,150,7
28,7,100,7
75,38,89,7
45,26,111,7
82,58,104,7
70,35,119,7
24,54,105,7
65,72,163,7
14,1,151,7
16,10,147,7
14,75,156,7
44,80,100,7
63,46,120,7
83,25,114,7
9,46,90,7
15,64,116,7
19,36,121,7
56,4,152,7
66,58,110,7
33,19,144,7
6,40,147,7
66,72,93,7
15,29,120,7
47,79,123,7
43,83,146,7
56,60,137,7
71,39,100,7
52,22,95,7
38,36,159,7
13,4,102,7
27,58,93,7
0,44,108,7
40,37,138,7
51,83,154,7
71,15,107,7
52,38,105,7
44,16,167,7
78,79,156,7
85,59,149,7
65,15,148,7
70,57,126,7
16,78,137,7
3,32,119,7
53,21,156,7
47,14,129,7
25,15,134,7
81,4,161,7
79,71,155,7
44,61,139,7
62,21,110,7
62,19,157,7
76,59,163,7
44,36,152,7
64,39,167,7
79,75,113,7
14,68,153,7
0,58,104,7
43,1,122,7
28,13,164,7
79,28,122,7
2,40,165,7
20,78,92,7
37,4,167,7
12,34,137,7
82,32,126,7
18,23,154,7
4,36,139,7
8,77,162,7
28,82,145,7
27,62,109,7
41,74,162,7
38,33,131,7
34,17,98,7
66,21,168,7
29,6,107,7
3,29,92,7
35,66,137,7
12,77,112,7
27,24,170,7
63,19,100,7
40,17,127,7
67,61,133,7
11,63,170,7
65,80,149,7
7,83,86,7
56,31,87,7
47,3,111,7
22,46,138,7
62,72,120,7
79,17,96,7
0,1,169,7
53,30,145,7
74,85,152,7
6,36,133,7
82,5,152,7
30,20,168,7
45,27,139,7
15,82,92,7
17,34,100,7
32,51,163,7
15,47,160,7
48,20,122,7
79,18,118,7
0,13,169,7
0,33,105,7
64,79,120,7
13,8,162,7
58,14,145,7
58,22,134,7
20,71,157,7
41,53,91,7
58,70,103,7
72,50,168,7
47,49,86,7
69,16,145,7
78,11,132,7
9,23,119,7
8,63,149,7
12,71,156,7
62,38,93,7
24,85,164,7
20,32,115,7
45,33,124,7
39,12,123,7
71,55,87,7
35,39,135,7
4,62,128,7
31,76,100,7
71,63,125,7
59,5,99,7
25,73,169,7
27,46,144,7
25,0,150,7
16,35,131,7
76,31,95,7
70,64,111,7
25,45,117,7
0,20,145,7
69,85,135,7
51,44,120,7
22,67,157,7
69,12,116,7
66,35,87,7
76,71,112,7
62,77,140,7
45,1,98,7
64,17,153,7
71,73,123,7
62,81,158,7
85,68,156,7
27,30,152,7
36,39,152,7
58,68,121,7
2,36,145,7
33,48,160,7
7,44,126,7
31,17,162,7
56,36,144,7
31,52,124,7
17,80,107,7
64,84,150,7
73,84,91,7
53,31,160,7
32,69,116,7
63,64,87,7
14,37,87,7
57,73,149,7
78,81,100,7
40,39,111,7
61,57,90,7
19,52,115,7
20,66,111,7
78,31,119,7
82,18,159,7
80,13,168,7
19,83,109,7
48,62,161,7
30,65,114,7
84,72,118,7
75,25,169,7
32,65,92,7
73,42,155,7
80,44,87,7
45,30,144,7
77,27,135,7
83,4,127,7
47,42,131,7
79,32,102,7
9,46,100,7
74,62,108,7
51,43,133,7
43,36,124,7
9,57,144,7
28,62,153,7
13,59,156,7
82,11,119,7
80,66,90,7
2,4,122,7
25,12,95,7
68,0,159,7
13,84,117,7
41,80,90,7
12,12,124,7
2,34,145,7
81,2,159,7
69,44,134,7
65,82,95,7
24,52,99,7
53,11,159,7
10,56,161,7
35,41,119,7
24,66,145,7
66,9,140,7
66,67,150,7
79,65,140,7
17,70,130,7
35,51,146,7
28,56,146,7
23,30,137,7
46,30,160,7
38,67,160,7
26,63,139,7
82,50,144,7
40,63,111,7
69,30,124,7
1,21,140,7
51,33,108,7
36,83,139,7
70,29,121,7
82,82,131,7
16,34,147,7
54,9,167,7
2,63,142,7
30,35,87,7
62,29,110,7
35,28,92,7
29,34,140,7
84,69,169,7
11,4,151,7
36,83,103,7
8,85,136,7
14,58,154,7
76,20,126,7
44,41,150,7
13,28,130,7
72,29,161,7
48,78,99,7
13,51,159,7
12,5,158,7
21,78,150,7
74,72,145,7
54,40,101,7
12,38,98,7
72,16,156,7
49,66,156,7
41,16,91,7
39,58,98,7
18,80,158,7
79,22,131,7
9,63,135,7
22,85,110,7
48,70,120,7
47,36,98,7
71,79,129,7
3,40,140,7
18,34,102,7
84,81,107,7
54,61,162,7
20,28,124,7
42,4,170,7
49,17,117,7
70,13,137,7
37,23,126,7
23,37,87,7
12,8,119,7
4,60,140,7
19,51,150,7
74,81,141,7
37,81,92,7
64,25,124,7
18,68,89,7
75,5,112,7
40,42,99,7
62,36,117,7
67,54,150,7
53,20,132,7
85,75,115,7
80,82,125,7
28,9,143,7
7,63,89,7
12,26,141,7
54,58,125,7
44,15,170,7
16,3,146,7
65,83,166,7
32,57,165,7
81,46,98,7
77,2,97,7
8,45,133,7
71,6,138,7
30,20,90,7
49,3,163,7
15,25,144,7
76,19,99,7
24,81,169,7
4,81,98,7
27,15,122,7
37,34,166,7
11,49,122,7
39,16,143,7
30,69,95,7
41,12,124,7
49,84,113,7
23,30,147,7
70,64,150,7
71,25,167,7
15,24,151,7
78,72,163,7
70,46,91,7
83,53,126,7
66,46,162,7
59,68,107,7
60,72,148,7
31,20,151,7
72,47,161,7
34,66,88,7
75,19,133,7
57,36,97,7
17,72,131,7
69,37,145,7
84,81,145,7
52,11,87,7
39,41,88,7
54,6,107,7
10,10,116,7
52,22,99,7
78,76,107,7
23,19,130,7
3,25,106,7
0,49,121,7
12,70,126,7
51,46,167,7
47,55,139,7
78,50,110,7
70,31,88,7
66,3,126,7
28,22,152,7
11,39,121,7
24,39,90,7
52,61,113,7
31,27,167,7
6,76,145,7
56,2,170,7
34,78,167,7
49,62,135,7
68,8,103,7
57,16,118,7
34,40,91,7
9,27,153,7
7,14,149,7
22,71,169,7
65,6,111,7
85,16,96,7
56,43,86,7
36,60,134,7
39,33,115,7
29,16,88,7
58,70,112,7
26,3,136,7
64,49,147,7
63,26,115,7
71,15,152,7
17,14,105,7
40,52,109,7
53,36,165,7
59,84,116,7
45,50,116,7
81,20,166,7
34,2,170,7
67,79,142,7
13,59,102,7
27,56,114,7
58,53,97,7
40,22,111,7
24,0,120,7
41,35,153,7
75,66,110,7
57,50,140,7
21,3,157,7
13,65,152,7
37,46,145,7
19,76,138,7
26,20,164,7
57,63,92,7
4,46,146,7
58,6,88,7
60,10,104,7
76,31,121,7
82,42,153,7
59,51,112,7
61,72,120,7
77,46,130,7
53,12,144,7
45,46,139,7
7,11,121,7
65,53,168,7
66,4,168,7
64,19,133,7
30,17,126,7
60,37,110,7
15,49,126,7
71,1,116,7
24,73,103,7
55,72,125,7
14,61,153,7
66,19,129,7
65,25,86,7
58,76,135,7
39,32,138,7
62,75,164,7
23,73,91,7
82,59,137,7
71,41,108,7
40,55,105,7
70,65,114,7
63,55,133,7
50,48,130,7
21,28,109,7
60,76,170,7
72,52,156,7
61,45,100,7
14,79,122,7
27,51,153,7
65,34,142,7
57,33,92,7
47,73,168,7
30,41,108,7
28,56,145,7
60,41,89,7
72,81,120,7
70,66,136,7
65,81,106,7
55,53,145,7
27,1,119,7
7,51,117,7
78,16,120,7
14,84,86,7
13,0,114,7
19,66,161,7
29,74,132,7
39,7,149,7
39,38,115,7
63,52,143,7
71,28,94,7
0,8,125,7
22,55,170,7
62,27,114,7
62,50,108,7
15,66,124,7
76,29,140,7
35,63,132,7
71,21,130,7
24,67,168,7
71,8,137,7
41,0,160,7
40,13,155,7
68,42,161,7
19,31,127,7
67,14,150,7
33,64,138,7
19,59,125,7
26,2,120,7
10,9,124,7
0,56,103,7
71,60,149,7
39,17,101,7
31,1,107,7
52,9,130,7
1,20,152,7
79,12,141,7
43,35,110,7
64,29,113,7
20,14,133,7
1,71,145,7
61,82,151,7
70,33,103,7
65,78,149,7
26,13,115,7
1,42,122,7
20,80,146,7
7,8,109,7
42,69,107,7
4,41,96,7
47,63,129,7
44,78,140,7
63,2,155,7
10,51,112,7
19,10,105,7
56,54,143,7
43,76,161,7
49,52,169,7
21,52,127,7
21,43,88,7
57,27,134,7
60,11,98,7
11,65,105,7
78,23,159,7
79,65,157,7
26,80,94,7
64,78,113,7
55,37,88,7
10,12,113,7
36,81,153,7
38,34,104,7
26,20,165,7
67,58,104,7
72,46,157,7
41,49,133,7
70,75,151,7
78,39,141,7
63,15,122,7
36,27,90,7
4,67,127,7
41,58,141,7
43,59,116,7
42,42,104,7
52,82,131,7
5,54,108,7
56,44,91,7
70,38,132,7
35,36,107,7
11,44,92,7
47,73,102,7
65,72,111,7
54,6,167,7
28,76,128,7
29,68,123,7
60,77,114,7
41,7,131,7
72,14,168,7
41,11,156,7
0,6,98,7
11,61,146,7
37,28,99,7
0,51,133,7
21,23,141,7
74,18,92,7
61,39,111,7
31,38,160,7
56,58,158,7
73,62,127,7
39,9,90,7
73,5,99,7
6,1,158,7
16,78,168,7
76,34,135,7
29,10,124,7
68,21,153,7
44,22,135,7
69,3,140,7
22,42,92,7
29,29,128,7
75,29,121,7
29,24,158,7
7,27,143,7
64,37,151,7
36,25,169,7
19,81,108,7
56,51,158,7
38,51,169,7
83,61,135,7
7,25,167,7
16,11,110,7
56,6,120,7
21,53,160,7
8,59,130,7
83,55,89,7
51,12,129,7
71,19,155,7
51,75,133,7
33,45,150,7
67,80,152,7
25,21,168,7
41,5,167,7
57,81,139,7
66,84,105,7
47,31,92,7
53,82,110,7
20,57,163,7
30,66,139,7
65,67,110,7
35,30,113,7
42,18,112,7
56,29,97,7
28,74,154,7
14,28,104,7
71,22,134,7
23,0,138,7
66,32,135,7
28,0,122,7
60,30,87,7
60,21,142,7
84,32,164,7
19,2,157,7
64,67,111,7
6,13,97,7
85,1,95,7
60,4,108,7
17,28,136,7
6,80,120,7
73,14,127,7
4,79,119,7
60,47,162,7
62,11,115,7
73,73,162,7
81,44,155,7
60,23,90,7
70,83,100,7
4,1,147,7
17,51,151,7
30,66,137,7
73,73,98,7
68,34,115,7
11,22,139,7
10,43,165,7
31,22,122,7
66,81,108,7
16,38,90,7
17,32,134,7
30,48,111,7
9,38,161,7
55,13,126,7
60,9,168,7
40,58,121,7
68,51,93,7
14,58,94,7
81,11,157,7
69,58,128,7
12,12,92,7
58,8,121,7
30,35,162,7
57,4,118,7
40,74,101,7
32,54,167,7
45,1,107,7
35,33,94,7
48,18,144,7
21,47,170,7
66,44,147,7
10,65,98,7
30,79,111,7
76,72,123,7
41,46,168,7
8,71,119,7
22,71,102,7
68,54,158,7
34,13,87,7
11,78,94,7
76,82,97,7
9,74,91,7
40,63,125,7
44,82,137,7
67,40,143,7
16,71,107,7
52,45,115,7
43,85,113,7
60,29,162,7
54,12,111,7
67,50,101,7
33,12,131,7
1,29,157,7
56,62,139,7
44,74,102,7
29,80,155,7
85,12,93,7
64,7,139,7
51,17,152,7
3,30,111,7
78,74,126,7
76,8,162,7
60,81,113,7
23,44,87,7
50,76,106,7
55,21,116,7
39,75,147,7
63,25,107,7
83,48,110,7
61,60,108,7
42,78,161,7
71,51,123,7
63,25,131,7
27,48,139,7
54,11,88,7
81,75,99,7
72,13,166,7
66,16,110,7
24,71,92,7
63,44,137,7
31,83,111,7
85,22,152,7
40,75,95,7
44,50,89,7
68,33,144,7
56,70,121,7
59,27,117,7
38,15,87,7
44,9,94,7
83,62,114,7
43,16,93,7
3,60,157,7
49,85,87,7
81,76,134,7
53,20,114,7
45,7,130,7
10,64,133,7
28,34,92,7
67,55,120,7
1,43,117,7
67,14,129,7
83,58,88,7
33,43,127,7
10,37,92,7
50,3,87,7
30,28,121,7
26,68,170,7
47,52,88,7
47,52,131,7
30,62,149,7
0,79,95,7
85,47,122,7
71,62,133,7
13,25,91,7
84,2,138,7
71,19,133,7
39,84,117,7
35,29,143,7
8,73,157,7
57,28,148,7
4,29,111,7
84,49,112,7
8,67,162,7
47,78,167,7
36,10,164,7
56,32,147,7
59,77,163,7
60,26,94,7
10,66,143,7
28,57,109,7
34,45,169,7
10,79,154,7
12,5,170,7
25,50,155,7
54,84,161,7
11,69,166,7
1,34,88,7
0,56,144,7
21,22,163,7
38,23,169,7
38,4,141,7
21,30,100,7
70,34,159,7
70,15,151,7
29,36,112,7
17,29,137,7
49,5,133,7
85,31,159,7
0,71,151,7
51,25,103,7
8,75,101,7
54,66,143,7
79,40,92,7
74,52,120,7
41,77,105,7
23,31,164,7
15,69,120,7
82,27,125,7
27,71,94,7
22,40,136,7
69,49,130,7
28,41,139,7
34,81,86,7
40,17,99,7
60,0,104,7
19,23,121,7
41,31,127,7
44,26,154,7
4,45,123,7
67,48,112,7
80,83,115,7
49,53,152,7
60,29,89,7
38,62,103,7
72,11,168,7
38,53,117,7
191,40,46,8
224,50,3,8
221,50,37,8
238,80,49,8
229,53,22,8
185,26,73,8
214,63,54,8
252,55,54,8
174,82,67,8
231,62,41,8
187,83,15,8
234,69,82,8
227,60,37,8
225,34,18,8
205,11,47,8
221,64,20,8
206,9,77,8
187,76,0,8
223,58,66,8
177,14,0,8
176,38,60,8
214,49,72,8
179,55,15,8
215,47,59,8
249,48,51,8
223,44,12,8
248,7,60,8
173,16,63,8
171,53,28,8
195,85,16,8
245,54,6,8
212,21,23,8
197,85,58,8
182,43,53,8
219,63,47,8
239,20,43,8
223,77,84,8
243,0,65,8
254,76,12,8
232,74,52,8
172,27,2,8
180,55,67,8
195,53,33,8
248,4,5,8
219,32,57,8
181,77,45,8
225,28,20,8
210,13,14,8
198,14,28,8
212,6,24,8
216,6,58,8
181,43,50,8
191,52,78,8
185,75,79,8
200,34,40,8
212,34,53,8
212,28,39,8
252,62,38,8
237,40,32,8
253,28,72,8
211,47,73,8
228,41,58,8
197,61,80,8
189,9,2,8
195,49,46,8
245,68,84,8
183,83,46,8
203,32,9,8
227,41,46,8
179,38,8,8
217,79,53,8
241,18,58,8
205,24,60,8
198,11,68,8
231,53,31,8
235,52,53,8
196,29,14,8
222,85,30,8
193,34,32,8
224,80,66,8
183,41,50,8
230,11,71,8
244,14,15,8
205,29,61,8
225,8,5,8
247,48,40,8
185,31,72,8
228,67,28,8
252,9,8,8
237,65,48,8
193,9,59,8
240,10,20,8
249,67,77,8
253,5,4,8
238,6,55,8
255,1,79,8
177,24,28,8
251,9,39,8
214,73,48,8
230,22,84,8
190,63,6,8
237,64,69,8
224,55,9,8
211,67,58,8
247,77,65,8
253,46,10,8
174,14,10,8
248,72,43,8
189,48,30,8
184,68,22,8
214,1,8,8
248,37,53,8
254,79,50,8
201,33,54,8
251,67,82,8
195,85,27,8
200,52,81,8
253,85,81,8
188,79,61,8
223,39,13,8
206,54,73,8
235,9,12,8
254,68,7,8
180,70,5,8
250,29,25,8
208,23,29,8
247,10,28,8
245,33,4,8
200,5,59,8
255,2,62,8
176,12,3,8
209,66,27,8
208,68,47,8
220,64,36,8
189,77,65,8
236,39,34,8
203,71,1,8
245,54,82,8
205,82,68,8
189,76,20,8
235,46,63,8
176,42,58,8
222,83,58,8
175,75,58,8
236,70,70,8
197,52,48,8
174,67,15,8
199,73,54,8
234,77,34,8
247,30,14,8
198,19,78,8
244,46,72,8
244,43,53,8
237,25,75,8
214,14,27,8
240,82,11,8
253,1,64,8
215,13,25,8
229,6,6,8
198,61,82,8
209,44,0,8
228,73,46,8
206,51,3,8
237,50,30,8
233,33,76,8
209,40,14,8
237,66,3,8
235,42,16,8
197,13,62,8
202,60,41,8
187,44,69,8
237,71,62,8
215,40,5,8
206,3,52,8
228,62,84,8
195,18,6,8
231,9,50,8
195,15,42,8
214,44,50,8
173,37,51,8
227,2,8,8
178,44,0,8
180,60,30,8
237,5,3,8
179,85,14,8
196,5,36,8
195,42,58,8
236,12,80,8
180,21,11,8
214,9,85,8
217,73,43,8
177,7,57,8
245,16,75,8
199,45,17,8
171,10,3,8
212,58,79,8
236,44,8,8
254,63,40,8
222,47,81,8
236,64,83,8
244,83,50,8
207,25,69,8
214,73,54,8
226,51,52,8
186,2,37,8
249,19,83,8
235,14,22,8
253,38,63,8
172,38,37,8
228,31,19,8
247,21,18,8
211,37,60,8
181,21,66,8
186,12,17,8
175,64,35,8
190,19,53,8
175,82,35,8
225,67,3,8
255,53,16,8
230,63,42,8
203,66,60,8
225,56,42,8
211,43,56,8
208,80,79,8
233,38,68,8
220,84,49,8
237,54,67,8
176,73,37,8
201,30,14,8
194,85,66,8
186,24,1,8
244,43,40,8
229,42,65,8
173,63,19,8
235,26,33,8
241,39,56,8
238,72,19,8
208,85,49,8
244,27,49,8
242,66,71,8
184,16,65,8
252,69,39,8
220,52,60,8
182,67,32,8
224,25,63,8
175,84,54,8
218,79,38,8
184,49,77,8
179,0,53,8
195,13,56,8
188,64,59,8
208,73,27,8
226,23,75,8
239,31,16,8
234,55,78,8
249,32,47,8
218,70,37,8
224,37,41,8
238,17,13,8
251,75,55,8
187,52,52,8
178,63,60,8
171,37,70,8
254,34,3,8
190,74,72,8
177,28,84,8
242,23,53,8
219,48,5,8
209,30,71,8
172,3,18,8
206,18,18,8
231,58,7,8
208,22,38,8
231,3,62,8
181,61,42,8
193,4,3,8
237,52,6,8
186,45,62,8
235,5,73,8
226,44,11,8
216,48,24,8
253,74,52,8
188,50,42,8
218,70,24,8
236,72,81,8
241,79,76,8
215,51,40,8
188,64,41,8
215,36,13,8
181,35,34,8
223,28,66,8
202,17,48,8
244,44,52,8
200,45,3,8
177,13,71,8
193,7,71,8
251,57,74,8
224,54,55,8
255,53,56,8
241,8,67,8
253,29,23,8
189,77,64,8
217,77,30,8
254,9,49,8
183,70,56,8
189,82,19,8
247,67,79,8
255,9,25,8
197,34,14,8
244,16,10,8
183,65,64,8
251,42,4,8
232,28,38,8
225,62,62,8
189,67,84,8
245,77,54,8
226,27,59,8
198,58,16,8
201,55,64,8
175,85,29,8
212,21,53,8
230,63,38,8
254,3,63,8
243,84,51,8
203,22,57,8
198,51,21,8
230,54,17,8
183,11,56,8
193,79,47,8
227,36,83,8
236,56,55,8
190,28,84,8
250,82,37,8
229,64,73,8
184,54,77,8
175,72,56,8
187,17,7,8
224,62,23,8
183,16,54,8
188,59,73,8
171,19,0,8
251,17,84,8
175,9,30,8
192,33,74,8
196,50,50,8
194,14,2,8
178,51,84,8
199,30,85,8
222,82,52,8
245,61,29,8
236,50,17,8
220,66,72,8
193,34,44,8
218,33,0,8
230,34,1,8
229,55,66,8
228,37,34,8
172,32,18,8
189,74,39,8
175,52,67,8
235,74,50,8
241,33,18,8
193,23,23,8
242,43,81,8
212,44,14,8
243,1,15,8
223,9,56,8
235,8,21,8
205,80,42,8
243,65,85,8
198,84,6,8
242,5,37,8
194,40,49,8
218,36,80,8
198,53,59,8
241,46,56,8
243,73,30,8
232,75,5,8
192,2,79,8
174,70,79,8
235,49,54,8
174,24,63,8
228,85,15,8
212,15,81,8
249,4,24,8
177,49,42,8
181,56,33,8
248,65,22,8
189,84,40,8
189,57,10,8
205,37,1,8
252,64,42,8
205,61,14,8
233,29,64,8
191,56,25,8
171,42,56,8
219,67,77,8
174,41,5,8
171,82,81,8
188,2,58,8
238,84,22,8
221,33,20,8
200,52,49,8
219,49,14,8
209,31,52,8
199,79,71,8
228,83,50,8
227,49,82,8
204,49,11,8
181,39,7,8
171,81,23,8
236,52,43,8
192,36,7,8
203,32,15,8
174,15,53,8
215,22,49,8
199,50,37,8
207,43,79,8
224,77,40,8
225,34,80,8
187,85,74,8
182,58,29,8
225,62,52,8
213,59,82,8
221,58,37,8
174,15,32,8
243,64,61,8
182,50,12,8
180,84,45,8
222,76,60,8
215,33,70,8
250,23,75,8
203,37,22,8
198,10,42,8
223,25,78,8
177,52,68,8
182,56,29,8
180,25,60,8
238,31,3,8
240,9,67,8
172,18,64,8
243,75,26,8
191,40,48,8
230,18,77,8
245,67,51,8
238,20,59,8
171,18,21,8
180,5,67,8
223,2,12,8
244,66,45,8
232,40,16,8
252,50,48,8
173,77,51,8
174,40,65,8
183,55,2,8
171,67,25,8
239,19,22,8
200,29,20,8
200,53,7,8
175,76,73,8
181,5,38,8
254,52,18,8
171,65,52,8
211,48,28,8
247,58,32,8
233,27,40,8
239,23,77,8
201,64,21,8
240,77,55,8
185,40,75,8
172,18,18,8
189,45,70,8
182,55,24,8
214,15,54,8
186,11,47,8
233,18,40,8
185,27,77,8
237,79,41,8
214,43,37,8
201,22,1,8
190,61,42,8
224,39,49,8
208,27,85,8
197,38,83,8
228,81,62,8
177,69,74,8
181,60,37,8
252,6,50,8
209,55,48,8
205,71,57,8
172,31,65,8
225,17,81,8
187,20,76,8
183,34,31,8
231,80,3,8
234,58,39,8
195,27,61,8
200,66,30,8
180,41,26,8
241,72,43,8
251,83,79,8
172,26,65,8
241,38,46,8
200,13,30,8
241,48,84,8
184,63,0,8
249,76,60,8
241,7,34,8
222,45,5,8
246,60,16,8
222,83,36,8
224,79,39,8
194,62,52,8
224,15,36,8
204,11,85,8
212,85,75,8
255,3,44,8
192,39,7,8
183,38,72,8
194,21,5,8
174,70,15,8
214,25,31,8
204,9,37,8
181,21,54,8
251,6,9,8
204,40,35,8
208,62,38,8
244,62,53,8
247,33,34,8
195,83,81,8
173,36,32,8
253,35,57,8
195,62,23,8
227,1,70,8
186,49,4,8
220,41,56,8
195,52,77,8
250,34,58,8
217,31,10,8
207,10,59,8
233,32,46,8
250,28,58,8
232,31,73,8
199,15,74,8
209,46,6,8
252,3,74,8
249,40,24,8
215,42,68,8
187,82,18,8
199,72,85,8
192,27,34,8
187,30,60,8
178,6,38,8
216,15,29,8
199,11,30,8
198,76,49,8
198,43,69,8
183,21,32,8
193,2,13,8
186,35,49,8
184,72,77,8
252,36,18,8
248,40,2,8
226,73,24,8
209,42,80,8
181,60,82,8
188,31,38,8
185,55,40,8
255,42,29,8
171,59,38,8
178,34,43,8
239,16,64,8
208,55,1,8
231,12,4,8
179,5,1,8
230,55,71,8
193,68,52,8
255,70,72,8
230,48,59,8
204,77,38,8
255,56,50,8
249,19,34,8
232,26,30,8
239,51,42,8
224,6,23,8
193,28,85,8
192,23,85,8
185,77,23,8
223,54,24,8
223,43,66,8
210,3,9,8
174,75,49,8
237,82,17,8
204,71,23,8
173,83,37,8
175,37,83,8
213,50,58,8
174,83,62,8
255,65,44,8
240,36,71,8
186,66,79,8
233,84,85,8
172,33,10,8
227,75,30,8
217,72,20,8
249,18,66,8
223,20,37,8
182,72,65,8
244,39,81,8
195,48,61,8
177,75,71,8
186,0,82,8
220,55,53,8
241,57,37,8
193,50,56,8
217,65,44,8
239,54,83,8
223,38,22,8
180,63,33,8
189,63,60,8
219,20,41,8
234,4,73,8
196,80,8,8
217,62,44,8
246,23,39,8
179,33,61,8
211,40,72,8
212,11,0,8
185,19,20,8
231,20,48,8
206,72,23,8
223,47,28,8
192,69,81,8
192,75,73,8
233,39,66,8
229,1,19,8
216,27,63,8
184,80,65,8
180,17,48,8
238,60,67,8
223,40,54,8
234,34,47,8
226,32,50,8
209,74,43,8
222,9,79,8
216,54,71,8
185,50,14,8
242,38,4,8
205,50,4,8
203,31,30,8
187,54,59,8
223,29,54,8
217,43,56,8
173,35,77,8
251,16,17,8
186,51,3,8
217,20,74,8
194,24,12,8
246,19,70,8
198,46,44,8
184,47,63,8
194,3,53,8
188,54,68,8
202,41,6,8
226,30,70,8
236,85,19,8
251,24,28,8
178,26,31,8
198,1,60,8
171,12,8,8
197,47,84,8
172,22,12,8
211,83,19,8
185,56,18,8
210,0,41,8
240,53,60,8
191,18,13,8
215,70,43,8
176,9,56,8
213,15,70,8
178,68,42,8
230,83,75,8
174,30,52,8
219,0,32,8
245,72,22,8
211,46,69,8
192,8,3,8
205,8,52,8
212,80,68,8
232,15,35,8
243,64,43,8
232,43,54,8
209,21,48,8
189,45,4,8
182,65,32,8
189,24,36,8
231,84,62,8
185,48,48,8
209,0,38,8
211,43,5,8
180,3,70,8
184,45,43,8
246,41,68,8
211,34,62,8
230,82,64,8
251,30,21,8
233,56,68,8
183,54,23,8
182,71,51,8
192,83,51,8
245,39,73,8
200,39,56,8
244,67,70,8
244,7,62,8
253,18,31,8
178,37,72,8
199,40,28,8
213,56,13,8
203,12,48,8
222,39,20,8
245,7,32,8
190,18,30,8
181,47,78,8
250,25,37,8
221,40,79,8
228,81,10,8
187,22,10,8
222,42,57,8
205,73,1,8
246,84,72,8
240,46,76,8
183,80,23,8
219,43,32,8
227,18,58,8
214,16,48,8
183,22,37,8
211,54,34,8
226,65,43,8
201,21,52,8
223,67,11,8
208,4,29,8
252,9,81,8
237,40,35,8
203,17,51,8
